formula	comparison	target	gated_rank	comparator_rank	signed_displacement	absolute_displacement	shared_top10
黄连解毒汤	evidence_gated_vs_ungated_union	PTPN1	4	3	-1	1	True
黄连解毒汤	evidence_gated_vs_ungated_union	PTPN2	43	80	37	37	False
黄连解毒汤	evidence_gated_vs_ungated_union	PTPRS	30	33	3	3	False
黄连解毒汤	evidence_gated_vs_ungated_union	RAP1A	76	74	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	SI	38	45	7	7	False
黄连解毒汤	evidence_gated_vs_ungated_union	SNCA	22	28	6	6	False
黄连解毒汤	evidence_gated_vs_ungated_union	SPR	77	75	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	STAT3	50	38	-12	12	False
黄连解毒汤	evidence_gated_vs_ungated_union	TERT	39	46	7	7	False
黄连解毒汤	evidence_gated_vs_ungated_union	TLR4	46	23	-23	23	False
黄连解毒汤	evidence_gated_vs_ungated_union	TNF	44	6	-38	38	False
黄连解毒汤	evidence_gated_vs_ungated_union	TSLP	78	76	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	VEGFA	79	77	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	VHL	80	78	-2	2	False
黄连解毒汤	evidence_gated_vs_ungated_union	XDH	17	19	2	2	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	ABCB1	40	38	-2	2	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	ACHE	6	3	-3	3	True
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	AKR1B1	8	5	-3	3	True
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	AKR1B10	21	21	0	0	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	AKR1C2	20	20	0	0	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	AKR1C3	19	19	0	0	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	ALOX12	11	8	-3	3	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	ALOX15	10	7	-3	3	True
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	APP	27	43	16	16	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	BCHE	12	9	-3	3	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	CDK2	15	12	-3	3	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	CDK9	7	4	-3	3	True
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	CSNK2A1	25	25	0	0	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	CXCL8	41	40	-1	1	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1A1	14	11	-3	3	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1A2	35	33	-2	2	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP1B1	3	1	-2	2	True
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	CYP3A4	24	24	0	0	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	FBP1	37	35	-2	2	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	GABRA1	2	14	12	12	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	GLO1	31	28	-3	3	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	GPR35	29	26	-3	3	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	GRK6	23	23	0	0	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	HDAC6	13	10	-3	3	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	KCNH2	42	41	-1	1	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	KDM1A	1	16	15	15	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	KDM4E	18	17	-1	1	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	NR3C1	34	32	-2	2	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	PGR	33	31	-2	2	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	PKM	16	13	-3	3	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	PLK1	5	18	13	13	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	PPARA	9	6	-3	3	True
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	PPARD	32	30	-2	2	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	PREP	28	29	1	1	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	PTGS1	36	34	-2	2	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	PTGS2	26	39	13	13	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	PTPN1	4	2	-2	2	True
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	PTPN2	43	42	-1	1	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	PTPRS	30	27	-3	3	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	SI	38	36	-2	2	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	SNCA	22	22	0	0	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	TERT	39	37	-2	2	False
黄连解毒汤	evidence_gated_vs_cutoff_chembl_measured_only	XDH	17	15	-2	2	False
